# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
lVW2CqsHJ4Y,30.0,40.0,"/m/04_sv,/m/07q2z82,/m/07qmpdm,/m/07yv9,/m/0h9mv,/t/dd00067",6,"Motorcycle|Accelerating, revving, vroom|Clatter|Vehicle|Tire squeal|Heavy engine (low frequency)"
lV_8gG3WhKc,150.0,160.0,/m/081rb,1,Writing
lVye-L3oq6A,30.0,40.0,"/m/025_jnm,/m/04rlf,/m/0l14gg",3,Finger snapping|Music|Soundtrack music
lWDmgA_KVMU,250.0,260.0,/m/0dv5r,1,Camera
lWG8SRZKUhk,60.0,70.0,"/m/01bjv,/m/07qv_d5,/m/07yv9,/m/0912c9",4,"Bus|Toot|Vehicle|Vehicle horn, car horn, honking"
lWRJXc7O3C4,30.0,40.0,"/m/07p7b8y,/m/09x0r",2,Fill (with liquid)|Speech
lWZGvoEHJYc,60.0,70.0,"/m/02c8p,/m/04rlf,/m/09x0r,/t/dd00125",4,"Telephone dialing, DTMF|Music|Speech|Inside, small room"
lWcqWFiJHfw,30.0,40.0,/m/03cczk,1,"Chewing, mastication"
lWj16EFByCM,30.0,40.0,"/m/07s0dtb,/m/09x0r",2,Gasp|Speech
lWp09v_p4I4,30.0,40.0,"/m/026fgl,/m/0f8s22",2,Wind chime|Chime
lWtIwtdSGkg,40.0,50.0,"/m/01v_m0,/m/0hdsk",2,Sine wave|Chirp tone
lXG4YpTn8pE,30.0,40.0,"/m/07s34ls,/t/dd00066",2,Whir|Medium engine (mid frequency)
lXJLde6LGWk,30.0,40.0,"/m/03cczk,/m/07pdhp0,/m/09x0r",3,"Chewing, mastication|Biting|Speech"
lXUcalwkWCo,70.0,80.0,/m/01j4z9,1,Chainsaw
lYMSkGXFoN4,30.0,40.0,/m/01jg02,1,"Heart sounds, heartbeat"
lYOw8di2k4I,30.0,40.0,/m/03wvsk,1,Hair dryer
lYuFguLVBYk,120.0,130.0,"/m/07p7b8y,/t/dd00088",2,Fill (with liquid)|Gush
lZAhD8Gi7eQ,520.0,530.0,/m/01d3sd,1,Snoring
lZX6QTtyoJs,30.0,40.0,"/m/04rlf,/m/07hvw1,/m/09x0r",3,Music|Field recording|Speech
lZcbXVXdVF4,10.0,20.0,"/m/07yv9,/m/0912c9",2,"Vehicle|Vehicle horn, car horn, honking"
l_lXpWZmUFQ,10.0,20.0,"/m/07qw_06,/m/09x0r",2,"Wail, moan|Speech"
l_w8juMmu4k,30.0,40.0,"/g/122z_qxw,/m/04rlf",2,Firecracker|Music
la7j5SPrfmk,30.0,40.0,/m/0316dw,1,Typing
la9aNkGTKKI,30.0,40.0,"/m/024dl,/m/02fs_r,/t/dd00125",3,"Cash register|Beep, bleep|Inside, small room"
laK4k7upeF4,460.0,470.0,"/m/023vsd,/m/07pdjhy,/m/083vt",3,Sanding|Rub|Wood
laPUervHNjU,21.0,31.0,/m/0gy1t2s,1,Bicycle bell
laVgKAcv8XA,30.0,40.0,"/m/026z9,/m/04rlf",2,Disco|Music
lb1awXgoyQE,0.0,10.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",4,Skidding|Vehicle|Tire squeal|Car
lbB2VQYIMo0,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/0dq0md",3,Music|Tap|Music of Bollywood
lb_m2AVVb5M,100.0,110.0,"/m/01xqw,/m/02fsn,/m/02qmj0d,/m/0l14_3",4,Cello|Double bass|String section|Bowed string instrument
lbwaCIIf3co,30.0,40.0,/m/07qcpgn,1,Tap
lc9AGuY9YyA,30.0,40.0,"/m/030rvx,/m/09x0r",2,Buzzer|Speech
lcBiTCMRT44,210.0,220.0,/m/03cczk,1,"Chewing, mastication"
lcRSwt2-uhA,30.0,40.0,/m/09t49,1,Rustling leaves
lczUc4Pxq1E,30.0,40.0,"/m/04rlf,/m/07s04w4,/t/dd00001",3,Music|Snicker|Baby laughter
ldVtte9jK-s,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
ldi59nLNWYg,100.0,110.0,"/m/0jb2l,/m/0ngt1",2,Thunderstorm|Thunder
ldl_jWBWfQw,390.0,400.0,"/m/04rlf,/m/07rrh0c,/m/09x0r",3,Music|Thunk|Speech
ldlh7OLIdV8,30.0,40.0,/m/07rgkc5,1,Static
ldvGteIeoMQ,10.0,20.0,"/m/07q2z82,/m/0h9mv,/m/0ltv",3,"Accelerating, revving, vroom|Tire squeal|Race car, auto racing"
le5_Y3GBqGk,50.0,60.0,/m/07kc_,1,Theremin
leIanf9R2R0,230.0,240.0,"/m/01m2v,/m/0316dw",2,Computer keyboard|Typing
leOH87itNWM,30.0,40.0,"/m/06_fw,/m/06h7j,/m/09x0r",3,Skateboard|Run|Speech
lehPGCdtNmY,30.0,40.0,"/m/01j3sz,/m/07rgt08,/t/dd00001",3,"Laughter|Chuckle, chortle|Baby laughter"
lf1Sblrda3A,560.0,570.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/07jdr",5,"Railroad car, train wagon|Train horn|Rail transport|Steam whistle|Train"
lf1fuDQ369Y,30.0,40.0,"/m/07qcpgn,/m/09x0r",2,Tap|Speech
lf9-BCix4io,270.0,280.0,"/m/04rlf,/m/05w3f",2,Music|Psychedelic rock
lfKlTCCGMgU,210.0,220.0,"/m/04rlf,/m/09x0r,/t/dd00126,/t/dd00127",4,"Music|Speech|Inside, large room or hall|Inside, public space"
lfQyTxvpKRk,30.0,40.0,"/m/03cczk,/m/07pzfmf",2,"Chewing, mastication|Crackle"
lf_LWKZfNQI,300.0,310.0,/m/02pjr4,1,Blender
lfmfjfLlKB0,10.0,20.0,"/m/01kcd,/m/0319l",2,Brass instrument|French horn
lgB6_lVDpvc,20.0,30.0,/m/0j6m2,1,Stream
lgvlNvByGuM,40.0,50.0,/m/07qfgpx,1,"Jingle, tinkle"
lh6ACdwNlyk,20.0,30.0,"/m/04rlf,/t/dd00037",2,Music|Scary music
lhdw2EZWtbA,30.0,40.0,"/m/01kcd,/m/01wy6,/m/07gql",3,Brass instrument|Clarinet|Trumpet
lhevmsJdjCk,20.0,30.0,/m/06hps,1,"Rodents, rats, mice"
liLQ8PfKgu0,80.0,90.0,"/m/015lz1,/m/07q4ntr,/m/09x0r,/t/dd00126",4,"Singing|Bellow|Speech|Inside, large room or hall"
liagR7x12O4,110.0,120.0,"/m/04rlf,/m/0ln16",2,Music|Salsa music
licPViavzQA,30.0,40.0,"/m/01sm1g,/m/026t6,/m/0l14md",3,Wood block|Drum|Percussion
lilToEjzrv4,20.0,30.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk,/t/dd00129",5,"Horse|Neigh, whinny|Speech|Animal|Outside, rural or natural"
liuCTk2nPG8,30.0,40.0,"/m/04rlf,/t/dd00032",2,Music|Funny music
liwnju991lQ,0.0,10.0,"/m/07hvw1,/m/0jb2l",2,Field recording|Thunderstorm
lixs3zJp60Q,80.0,90.0,"/m/04rlf,/m/068zj,/m/07r4k75,/m/09x0r",4,Music|Pig|Grunt|Speech
liy7F5eqZHs,60.0,70.0,"/m/015lz1,/m/04rlf,/m/07sr1lc",3,Singing|Music|Yell
lj7hzmz19-M,30.0,40.0,"/m/04_sv,/m/07qmpdm",2,Motorcycle|Clatter
lkIpnrLIVVc,0.0,10.0,/m/0l156k,1,Whistle
lkK7NLJPsPg,40.0,50.0,/m/07qfgpx,1,"Jingle, tinkle"
lkW0eB8bSrk,30.0,40.0,"/m/07rjzl8,/m/09x0r",2,Slam|Speech
lkY156QX-Ic,10.0,20.0,"/m/013y1f,/m/03xq_f",2,Organ|Electronic organ
lkv2qFT7slY,30.0,40.0,"/m/018w8,/m/09x0r",2,Basketball bounce|Speech
ll9ENrBziFY,180.0,190.0,"/m/07prgkl,/m/09x0r",2,Pour|Speech
llSN_XKfiG8,30.0,40.0,/m/07pn_8q,1,Chopping (food)
llgww7ChlJI,30.0,40.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048",5,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train|Train wheels squealing"
lm5ia1UoyGw,30.0,40.0,"/m/04rlf,/m/07q0h5t",2,Music|Bleat
lmPuXKOhfSo,40.0,50.0,/m/0150b9,1,Change ringing (campanology)
lmSmwPsWvII,30.0,40.0,/m/025_jnm,1,Finger snapping
lmaIgor5XTg,30.0,40.0,/t/dd00134,1,Car passing by
lmrzR9cSMRY,20.0,30.0,"/m/015lz1,/m/04rlf,/t/dd00033",3,Singing|Music|Sad music
lnHivcFKkaM,170.0,180.0,/m/04fgwm,1,Electric toothbrush
lnUT11QWYGM,60.0,70.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c",4,"Railroad car, train wagon|Rail transport|Train|Clickety-clack"
lnWP_zWFpBg,30.0,40.0,"/m/04rlf,/m/0l156b,/m/0ln16",3,Music|Steelpan|Salsa music
lnYOC9tKUBs,30.0,40.0,"/m/04rlf,/m/07kc_",2,Music|Theremin
lnZakZnnpMo,80.0,90.0,"/m/025_jnm,/t/dd00125",2,"Finger snapping|Inside, small room"
lnatlhCU5kI,420.0,430.0,"/m/01swy6,/m/04rlf,/m/0l14jd,/m/0y4f8",4,Yodeling|Music|Choir|Vocal music
lo3yvn1av2E,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0g6b5",3,Music|Speech|Fireworks
loBwC4JGgf4,30.0,40.0,"/m/01kcd,/m/0319l,/m/05148p4,/m/05r5c",4,Brass instrument|French horn|Keyboard (musical)|Piano
loKkvegkPJ8,30.0,40.0,"/m/02rtxlg,/m/09x0r",2,Whispering|Speech
loqMhsKXV50,20.0,30.0,"/m/02bxd,/m/07kc_",2,Didgeridoo|Theremin
lp66EaEOOoU,30.0,40.0,"/m/02mk9,/m/03cl9h,/m/04rlf,/m/07r04,/m/07yv9",5,"Engine|Ice cream truck, ice cream van|Music|Truck|Vehicle"
lpAP1xrHz3E,560.0,570.0,/m/025wky1,1,Air conditioning
lpx6r2EoaQo,570.0,580.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
lqCx0HgF1ZM,30.0,40.0,"/m/015lz1,/m/04rlf,/m/07xzm",3,Singing|Music|Ukulele
lqMjDyHbhXk,30.0,40.0,"/m/07bjf,/m/09x0r",2,Single-lens reflex camera|Speech
lqWv4X8OhkA,300.0,310.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp",3,Fowl|Honk|Goose
lqeAf-DqE3I,140.0,150.0,"/m/026t6,/m/04rlf,/m/04szw,/m/0l156b",4,Drum|Music|Musical instrument|Steelpan
lqj3tJv9XCg,30.0,40.0,"/m/015lz1,/m/04rlf,/m/07sr1lc,/m/09x0r,/t/dd00126",5,"Singing|Music|Yell|Speech|Inside, large room or hall"
lqnw0Q13tDc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",4,"Bird|Bird vocalization, bird call, bird song|Coo|Pigeon, dove"
lqpyzxLSNCk,0.0,10.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
lrCA2ow4PPE,160.0,170.0,"/m/01yg9g,/m/02mk9,/m/07yv9,/m/09x0r,/m/0_ksk",5,Lawn mower|Engine|Vehicle|Speech|Power tool
lrVmBqSTYS0,30.0,40.0,/m/03cczk,1,"Chewing, mastication"
lrk00BNiuD4,30.0,40.0,"/m/04rlf,/m/06cqb,/m/074ft",3,Music|Reggae|Song
lrobTyEhEqk,27.0,37.0,/t/dd00067,1,Heavy engine (low frequency)
lrr5IQmKKyM,0.0,10.0,"/m/015jpf,/m/02c8p,/m/02zsn,/m/07cx4,/m/09x0r",5,"Dial tone|Telephone dialing, DTMF|Female speech, woman speaking|Telephone|Speech"
lsAu4_RaXHU,20.0,30.0,"/m/03qjg,/m/085jw",2,"Harmonica|Wind instrument, woodwind instrument"
lsT7qA0k7iY,320.0,330.0,"/m/0642b4,/m/09x0r",2,Cupboard open or close|Speech
ltBX_AhuaWc,210.0,220.0,"/m/01kcd,/m/0319l,/m/07c6l,/m/07gql",4,Brass instrument|French horn|Trombone|Trumpet
ltZCJ7aPtO0,30.0,40.0,"/m/04rlf,/m/07pkxdp,/m/0y4f8,/m/0z9c",4,Music|Lullaby|Vocal music|A capella
ltdXuKLzfLA,20.0,30.0,/m/07qfgpx,1,"Jingle, tinkle"
ltoAkpHXB8o,120.0,130.0,"/m/01z5f,/m/068hy,/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00129,/t/dd00136",8,"Canidae, dogs, wolves|Domestic animals, pets|Yip|Speech|Dog|Animal|Outside, rural or natural|Whimper (dog)"
ltqgLsWHR0s,30.0,40.0,"/m/01m4t,/m/09x0r",2,Printer|Speech
ltysCJWnvsI,30.0,40.0,"/m/04rlf,/m/06bxc,/m/06cqb",3,Music|Rapping|Reggae
lu5teS1j1RQ,0.0,10.0,"/m/07pyf11,/m/0btp2,/m/0k4j",3,"Flap|Traffic noise, roadway noise|Car"
lujmI4gZ4cM,560.0,570.0,/m/07plz5l,1,Sigh
lvCvxrkzIsc,140.0,150.0,"/m/02p3nc,/m/09x0r",2,Hiccup|Speech
lvRunWfT8kc,40.0,50.0,"/m/07prgkl,/m/09x0r",2,Pour|Speech
lvktro0asjs,40.0,50.0,"/m/03r5q_,/m/04rlf,/m/05rwpb,/m/074ft",4,Jingle (music)|Music|Independent music|Song
lwYZnPB1i0o,30.0,40.0,"/m/07pzfmf,/m/09x0r",2,Crackle|Speech
lwdDm3UO5WM,30.0,40.0,"/m/02p0sh1,/m/04rlf,/m/05lls,/m/0ggq0m",4,Traditional music|Music|Opera|Classical music
lwdbb4Rc7_A,30.0,40.0,"/m/015p6,/m/020bb7,/m/05_wcq,/m/07r_25d,/m/0h0rv",5,"Bird|Bird vocalization, bird call, bird song|Bird flight, flapping wings|Coo|Pigeon, dove"
lwgdckESbY4,70.0,80.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
lwxwxjpkKkU,20.0,30.0,"/m/07rrh0c,/m/09x0r",2,Thunk|Speech
lx4zqLLKQ3U,30.0,40.0,"/m/04fq5q,/m/09x0r",2,Foghorn|Speech
lx9ovaJ5xFs,30.0,40.0,/m/01jg02,1,"Heart sounds, heartbeat"
lxJ0z9P0avc,160.0,170.0,"/m/07q7njn,/m/09x0r,/t/dd00125",3,"Chink, clink|Speech|Inside, small room"
lxNXtjGY_Us,280.0,290.0,"/m/07rkbfh,/m/09x0r,/t/dd00126",3,"Chatter|Speech|Inside, large room or hall"
lymmNwQA0WA,30.0,40.0,"/m/04rlf,/m/07gxw,/m/07lnk,/m/07qwdck,/m/07s72n,/m/08cyft",6,Music|Techno|Trance music|Ping|Dubstep|Electronic dance music
lyretAffxhQ,420.0,430.0,"/m/03fwl,/m/0jbk",2,Goat|Animal
lzZkdZ6ApQc,350.0,360.0,"/m/07bjf,/m/09x0r,/m/0dv5r",3,Single-lens reflex camera|Speech|Camera
m-2-HsrBkak,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",3,"Fire engine, fire truck (siren)|Emergency vehicle|Siren"
m-NM_tIWjxs,30.0,40.0,"/m/01v1d8,/m/026z9,/m/04rlf,/m/07gxw,/m/08cyft,/m/0cfdd,/m/0ggx5q,/m/0m0jc",8,Sampler|Disco|Music|Techno|Electronic dance music|Drum machine|Dance music|Electronica
m-UoC__UpT8,30.0,40.0,"/m/03vt0,/m/09xqv",2,Insect|Cricket
m-WxDQs7hpc,490.0,500.0,"/m/04rlf,/m/068hy,/m/07rrh0c,/m/09x0r,/m/0bt9lr,/m/0jbk",6,"Music|Domestic animals, pets|Thunk|Speech|Dog|Animal"
m-XV3AbXE3o,0.0,10.0,"/m/06mb1,/m/0jb2l,/m/0ngt1",3,Rain|Thunderstorm|Thunder
m-e3w2yZ6sM,30.0,40.0,"/m/04rlf,/m/05rwpb",2,Music|Independent music
m-xxD1fGPnU,0.0,10.0,"/m/03lty,/m/04rlf,/m/05r6t,/m/06by7,/m/0dls3",5,Heavy metal|Music|Punk rock|Rock music|Grunge
m-zOMNnVX78,40.0,50.0,/m/0d31p,1,Vacuum cleaner
m0CSrUrfA98,10.0,20.0,/m/07qnq_y,1,"Thump, thud"
m0XHofgtfUU,30.0,40.0,"/m/09x0r,/m/0g6b5",2,Speech|Fireworks
m0kxHYaGpL8,0.0,10.0,/m/01w250,1,Whistling
m172xvZoXsQ,570.0,580.0,/m/01lsmm,1,Scissors
m1GaYAKcH9g,50.0,60.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",3,Emergency vehicle|Siren|Police car (siren)
m1OaD75t0Y4,70.0,80.0,"/m/06xkwv,/m/07rcgpl",2,Mains hum|Hum
m1POHo65A7o,30.0,40.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
m1dv_y_3EK0,0.0,10.0,"/m/028v0c,/m/02mk9,/t/dd00126",3,"Silence|Engine|Inside, large room or hall"
m1e9aOwRiDQ,0.0,9.0,"/m/05x_td,/m/0912c9,/m/09x0r,/m/0ytgt,/t/dd00125",5,"Air horn, truck horn|Vehicle horn, car horn, honking|Speech|Child speech, kid speaking|Inside, small room"
m1myR_eaORk,30.0,40.0,"/m/07qlwh6,/m/09x0r",2,Squish|Speech
m1n5_ga1zp0,80.0,90.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
m2TBxcKhbEg,130.0,140.0,"/m/032n05,/m/0jbk",2,Whale vocalization|Animal
m2ezw2M40jo,30.0,40.0,"/m/01z7dr,/m/04rlf,/m/07kc_",3,Video game music|Music|Theremin
m3LGopSVju4,30.0,40.0,"/m/03kmc9,/m/0dgbq",2,Siren|Civil defense siren
m3MbWYWyH7U,0.0,10.0,"/m/01hsr_,/m/09x0r",2,Sneeze|Speech
m3VFmrrIZRQ,30.0,40.0,"/m/04rlf,/m/09ddx",2,Music|Duck
m3uiITzeM70,160.0,170.0,"/m/0326g,/m/04rlf",2,Flamenco|Music
m40MbTPb0J4,30.0,40.0,/m/07sr1lc,1,Yell
m47SprIEj8s,30.0,40.0,"/m/04rlf,/m/07qsvvw,/m/09x0r",3,"Music|Burst, pop|Speech"
m4Dj_vTsAt0,30.0,40.0,"/m/04rlf,/m/0gywn",2,Music|Soul music
m4FpsENMvF8,0.0,10.0,/m/0gy1t2s,1,Bicycle bell
m4Jj5Gqz9xQ,30.0,40.0,"/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",5,Flamenco|Guitar|Music|Musical instrument|Plucked string instrument
m4LZQbH5tsc,360.0,370.0,"/m/02z32qm,/m/07pc8lb",2,Fusillade|Breaking
m5HN3-l_f-U,150.0,160.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Cymbal|Drum|Drum kit|Drum roll|Rimshot|Snare drum|Bass drum|Percussion
m5HeCy87QYY,270.0,280.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr",4,"Railroad car, train wagon|Train whistle|Rail transport|Train"
m5I_M9d80Wg,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0cdnk,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Roaring cats (lions, tigers)|Animal"
m5REmzwlmOE,70.0,80.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",4,"Fowl|Crowing, cock-a-doodle-doo|Cluck|Chicken, rooster"
m5ZjolmAQYY,240.0,250.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",4,"Fowl|Crowing, cock-a-doodle-doo|Cluck|Chicken, rooster"
m5aeJDyYVVA,21.0,31.0,"/m/03qtwd,/m/04gy_2,/m/053hz1",3,Crowd|Battle cry|Cheering
m5eWlvtbamk,130.0,140.0,"/m/01h3n,/m/03vt0,/m/09xqv,/m/0h2mp",4,"Bee, wasp, etc.|Insect|Cricket|Fly, housefly"
m5wKXpO6hRk,390.0,400.0,"/m/09x0r,/m/0chx_",2,Speech|White noise
m66t_j137lw,0.0,10.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",6,"Bird|Turkey|Bird vocalization, bird call, bird song|Fowl|Chirp, tweet|Gobble"
m6LfCI3KJNI,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
m6VnZEvN9FE,150.0,160.0,"/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048",4,"Railroad car, train wagon|Rail transport|Train|Train wheels squealing"
m6lhGk9KLlU,70.0,80.0,"/m/01sm1g,/m/026t6,/m/0l14md",3,Wood block|Drum|Percussion
m7MHKIn35Fw,80.0,90.0,"/m/0192l,/m/085jw",2,"Bagpipes|Wind instrument, woodwind instrument"
m7i4g_o-znQ,30.0,40.0,"/m/0155w,/m/0342h,/m/042v_gx,/m/04rlf,/m/06w87,/m/0fx80y",6,"Blues|Guitar|Acoustic guitar|Music|Steel guitar, slide guitar|Plucked string instrument"
m8JVAsG1vp0,40.0,50.0,"/m/0838f,/t/dd00088",2,Water|Gush
m98BKPAD-84,20.0,30.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk",6,"Bark|Domestic animals, pets|Speech|Dog|Growling|Animal"
m9BunBnjTPA,30.0,40.0,"/m/0145m,/m/0164x2,/m/04rlf,/t/dd00032",4,Afrobeat|Music of Africa|Music|Funny music
m9MQdg0k1t0,30.0,40.0,"/m/015lz1,/m/02bk07,/m/04rlf,/m/0y4f8",4,Singing|Chant|Music|Vocal music
m9Y6AEr8Zkw,490.0,500.0,"/m/04rlf,/m/05r5wn",2,Music|Rattle (instrument)
m9jDl571rHU,10.0,20.0,"/m/013y1f,/m/03gvt",2,Organ|Hammond organ
mA1FvDICQRY,390.0,400.0,/m/07s12q4,1,Crunch
mA451IvfhOs,370.0,380.0,/m/04fq5q,1,Foghorn
mA9Rin6YF5w,30.0,40.0,/m/014zdl,1,Explosion
mATjtl0iz7E,2.0,12.0,"/m/07qcx4z,/m/07s12q4",2,Tearing|Crunch
mAdxOkcjvrA,10.0,20.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048",5,"Railroad car, train wagon|Train horn|Rail transport|Train|Train wheels squealing"
mAg1_aL-fCY,30.0,40.0,"/m/046dlr,/m/04rlf,/m/09x0r",3,Alarm clock|Music|Speech
mAvD-vWvnLM,110.0,120.0,/m/07plct2,1,Crushing
mBEuMXwoPnw,26.0,36.0,/m/0dl9sf8,1,Throat clearing
mBNdDQamtXA,50.0,60.0,"/m/02bk07,/m/04rlf,/m/0z9c",3,Chant|Music|A capella
mBRr_TqLDf4,30.0,40.0,"/m/04rlf,/t/dd00034",2,Music|Tender music
mC1kfk56rts,30.0,40.0,"/m/024dl,/m/09x0r",2,Cash register|Speech
mC7nCm_mnwA,30.0,40.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
mCDlfWV3vzY,240.0,250.0,"/m/011k_j,/m/0jbk",2,Timpani|Animal
mCJ0aqIygWE,24.0,34.0,"/m/02rhddq,/m/07yv9,/m/09x0r",3,Reversing beeps|Vehicle|Speech
mCaniZpghFE,310.0,320.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
mCjsuxzcl2k,30.0,40.0,"/m/011k_j,/m/02w4v,/m/04rlf",3,Timpani|Folk music|Music
mCmjh_EJtb4,30.0,40.0,"/m/07q2z82,/m/07s34ls,/m/07yv9,/m/09x0r,/m/0k4j",5,"Accelerating, revving, vroom|Whir|Vehicle|Speech|Car"
mD0AmqVX6sA,150.0,160.0,"/m/07mzm6,/m/09x0r",2,Wheeze|Speech
mD8T6x5nivU,30.0,40.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
mDovspDoLAE,30.0,40.0,"/m/02dgv,/m/02y_763,/m/04gxbd,/m/09x0r",4,"Door|Sliding door|Power windows, electric windows|Speech"
mECRI6N0tso,30.0,40.0,"/m/07qcx4z,/m/09x0r",2,Tearing|Speech
mEL68q2FRBo,100.0,110.0,"/m/015lz1,/m/09x0r,/t/dd00005",3,Singing|Speech|Child singing
mEgpsi3f_zk,20.0,30.0,/m/0242l,1,Coin (dropping)
mEnZegF952M,150.0,160.0,"/m/07rrlb6,/m/09x0r",2,"Splash, splatter|Speech"
mEslZvugQCc,30.0,40.0,"/m/015lz1,/m/01c194,/m/05zppz,/t/dd00003",4,"Singing|Mantra|Male speech, man speaking|Male singing"
mF6mWHFxd6w,30.0,40.0,/m/0261r1,1,Babbling
mFI667MN3NY,30.0,40.0,/m/07r4gkf,1,Patter
mFuekXaEKXo,330.0,340.0,"/m/04rlf,/m/09x0r,/m/0dwt5",3,Music|Speech|Vibraphone
mGDESramugY,90.0,100.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr",4,"Railroad car, train wagon|Train whistle|Rail transport|Train"
mGKX6kwKvSE,340.0,350.0,"/m/023pjk,/m/04brg2",2,"Cutlery, silverware|Dishes, pots, and pans"
mGO8hdqF0O8,30.0,40.0,/m/07pjjrj,1,"Smash, crash"
mH0qxsxLypw,80.0,90.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/t/dd00125",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Inside, small room"
mHLefE8GLHQ,2.0,12.0,"/m/01s0vc,/m/09x0r",2,Zipper (clothing)|Speech
mHRF_-IOT2s,440.0,450.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Cymbal|Drum|Drum kit|Hi-hat|Rimshot|Snare drum|Bass drum|Percussion
mHiOGhxbmdo,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
mI5XZKP59Ms,30.0,40.0,"/m/015vgc,/m/04rlf,/m/09x0r,/m/0ggq0m",4,Carnatic music|Music|Speech|Classical music
mIBEDcwnHkc,170.0,180.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
mID5B2MNmoY,0.0,6.0,/m/024dl,1,Cash register
mIvQZm8K-yU,170.0,180.0,/m/07qw_06,1,"Wail, moan"
mJ3PAZBus3o,0.0,10.0,/m/07s12q4,1,Crunch
mJ5dwA9Pjz4,270.0,280.0,/m/0395lw,1,Bell
mJaX4ZpfULM,30.0,40.0,"/m/01kcd,/m/07c6l",2,Brass instrument|Trombone
mJikpcsOLYw,30.0,40.0,"/m/01c194,/m/02fxyj,/m/04rlf",3,Mantra|Humming|Music
mJuJfKbcJcw,30.0,40.0,"/m/04rlf,/m/0gywn",2,Music|Soul music
mJvi5ismaug,490.0,500.0,"/m/04rlf,/m/09x0r,/t/dd00121",3,Music|Speech|Boing
mJxtHhIlUaA,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp",3,Fowl|Honk|Goose
mKAtxfzd5U0,15.0,25.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp",3,Fowl|Honk|Goose
mKGeZUBnPns,10.0,20.0,/m/07r4gkf,1,Patter
mKVAgtsoQjA,180.0,190.0,/m/0llzx,1,Sewing machine
mLWo3IFQaik,60.0,70.0,"/m/04rlf,/m/07qw_06,/m/09x0r,/t/dd00129",4,"Music|Wail, moan|Speech|Outside, rural or natural"
mLanSX6yONo,100.0,110.0,"/m/02bk07,/m/03qtwd,/m/04rlf,/m/0y4f8",4,Chant|Crowd|Music|Vocal music
mLaon9oK1OA,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00005",4,Music|Male singing|Female singing|Child singing
